Downloading zstandard (5.3MiB)
Downloading pydantic-core (2.0MiB)
 Downloaded pydantic-core
 Downloaded zstandard
Installed 45 packages in 24ms
| freshqa-57 | 0 | - | yes | - | yes | no | 1012 | - | Protestant majority in Northern Ireland duration; History of Protestant majority in Northern Ireland; When did Protestant majority start in Northern Ireland |
| freshqa-62 | 0 | - | yes | - | yes | no | 791 | - | Benjamin Ruth home runs MLB; How many home runs did Benjamin Ruth hit in the MLB? |
| freshqa-63 | 0 | - | no | - | no | no | 379 | - |  |
| freshqa-66 | 0 | - | yes | - | yes | no | 689 | - | Number of women members of parliament in Yugoslavia; Women in parliament Yugoslavia statistics |
| freshqa-67 | 0 | - | no | - | no | no | 378 | - |  |
| freshqa-69 | 0 | - | no | - | no | no | 385 | - |  |
| freshqa-74 | 0 | - | yes | - | no | no | 567 | - | IKEA's 50th anniversary date |
| freshqa-75 | 0 | - | no | - | no | no | 378 | - |  |
| freshqa-78 | 0 | - | no | - | no | no | 386 | - |  |
| freshqa-80 | 0 | - | no | - | no | no | 378 | - |  |
| freshqa-82 | 0 | - | yes | - | yes | no | 1163 | - | Last time Fields Medal awarded to five mathematicians same year 2026; Fields Medal five recipients in one year history; Fields Medal awarded to five mathematicians 2026 |
| freshqa-84 | 0 | - | yes | - | yes | no | 1050 | - | Which natural wonder in the United States is part of the New 7 Wonders of Nature?; New 7 Wonders of Nature United States |
| freshqa-86 | 0 | - | yes | - | yes | no | 1126 | - | 2026 FIFA Women's World Cup host countries; North American countries hosting 2026 Women's World Cup; 2026 FIFA Women's World Cup locations |
| freshqa-87 | 0 | - | yes | - | no | no | 729 | - | Da Vinci Salvator Mundi 2017 Sotheby's auction price |
| freshqa-89 | 0 | - | yes | - | yes | no | 814 | - | chemical reaction between lead and other element producing gold as byproduct; element that reacts with lead to produce gold |
| freshqa-90 | 0 | - | yes | - | no | no | 993 | - | 2022 Afghan presidential election results; winner of 2022 Afghan election; Afghanistan 2022 election outcome |
| freshqa-102 | 0 | - | yes | - | no | no | 947 | - | 2021 Children's & Family Emmy Awards date; When were the 2021 Children's & Family Emmy Awards held? |
| freshqa-103 | 0 | - | yes | - | no | no | 594 | - | Joe Biden visit Russia as president of the United States |
| freshqa-106 | 0 | - | yes | - | no | no | 852 | - | When was ChatGPT launched in 2021; ChatGPT launch date 2021 |
| freshqa-107 | 0 | - | yes | - | yes | no | 1266 | - | Keegan-Michael Key 2022 directed movie; Keegan-Michael Key director 2022 film; 2022 movie directed by Keegan-Michael Key |
| freshqa-108 | 0 | - | no | - | no | no | 385 | - |  |
| freshqa-112 | 0 | - | yes | - | no | no | 1023 | - | Novak Djokovic 2022 Australian Open round lost; When did Novak Djokovic lose at the 2022 Australian Open |
| freshqa-114 | 0 | - | yes | - | yes | no | 1090 | - | Tom Cruise Mission Impossible: Rogue Nation breath-hold record duration; Tom Cruise underwater breath-hold world record time; Mission Impossible: Rogue Nation Tom Cruise breath-hold facts |
| freshqa-116 | 0 | - | yes | - | yes | no | 766 | - | How long has Harry Styles been a member of One Direction?; Harry Styles One Direction member duration |
| freshqa-118 | 0 | - | yes | - | yes | no | 1062 | - | Donald Trump's first tweet after being unbanned from Twitter in 2022; Text of Trump's first tweet after Twitter unbanned him 2022 |
| freshqa-119 | 0 | - | yes | - | yes | no | 745 | - | Release date of next season of Atlanta; When is the next season of Atlanta coming out |
| freshqa-121 | 0 | - | yes | - | yes | no | 1309 | - | Federal Reserve interest rate cut August to December 2022 basis points; Federal Reserve rate cut 2022 basis points change; Federal Reserve interest rate change from August to December 2022 in basis points |
| gsm8k-nosearch-2 | 0 | no | no | - | yes | no | 402 | - |  |
| gsm8k-nosearch-28 | 0 | no | no | - | yes | no | 385 | - |  |
| gsm8k-nosearch-82 | 0 | no | no | - | yes | no | 379 | - |  |
| gsm8k-nosearch-127 | 0 | no | no | - | yes | no | 386 | - |  |
| gsm8k-nosearch-128 | 0 | no | no | - | yes | no | 491 | - |  |
| gsm8k-nosearch-151 | 0 | no | no | - | yes | no | 400 | - |  |
| gsm8k-nosearch-186 | 0 | no | no | - | yes | no | 394 | - |  |
| gsm8k-nosearch-191 | 0 | no | no | - | yes | no | 379 | - |  |
| gsm8k-nosearch-194 | 0 | no | no | - | yes | no | 476 | - |  |
| gsm8k-nosearch-202 | 0 | no | no | - | yes | no | 386 | - |  |
| gsm8k-nosearch-206 | 0 | no | no | - | yes | no | 402 | - |  |
| gsm8k-nosearch-285 | 0 | no | no | - | yes | no | 379 | - |  |
| gsm8k-nosearch-286 | 0 | no | no | - | yes | no | 387 | - |  |
| gsm8k-nosearch-291 | 0 | no | no | - | yes | no | 378 | - |  |
| gsm8k-nosearch-300 | 0 | no | no | - | yes | no | 394 | - |  |
| gsm8k-nosearch-391 | 0 | no | no | - | yes | no | 389 | - |  |
| gsm8k-nosearch-418 | 0 | no | no | - | yes | no | 473 | - |  |
| gsm8k-nosearch-447 | 0 | no | no | - | yes | no | 379 | - |  |
| gsm8k-nosearch-454 | 0 | no | no | - | yes | no | 386 | - |  |
| gsm8k-nosearch-488 | 0 | no | no | - | yes | no | 388 | - |  |
| gsm8k-nosearch-499 | 0 | no | no | - | yes | no | 386 | - |  |
| gsm8k-nosearch-513 | 0 | no | no | - | yes | no | 389 | - |  |
| gsm8k-nosearch-530 | 0 | no | no | - | yes | no | 396 | - |  |
| gsm8k-nosearch-533 | 0 | no | no | - | yes | no | 394 | - |  |
| gsm8k-nosearch-577 | 0 | no | no | - | yes | no | 405 | - |  |
| gsm8k-nosearch-621 | 0 | no | no | - | yes | no | 395 | - |  |
| gsm8k-nosearch-635 | 0 | no | no | - | yes | no | 395 | - |  |
| gsm8k-nosearch-647 | 0 | no | no | - | yes | no | 402 | - |  |
| gsm8k-nosearch-666 | 0 | no | no | - | yes | no | 401 | - |  |
| gsm8k-nosearch-676 | 0 | no | no | - | yes | no | 395 | - |  |
| gsm8k-nosearch-682 | 0 | no | no | - | yes | no | 403 | - |  |
| gsm8k-nosearch-724 | 0 | no | no | - | yes | no | 395 | - |  |
| gsm8k-nosearch-733 | 0 | no | no | - | yes | no | 383 | - |  |
| gsm8k-nosearch-788 | 0 | no | no | - | yes | no | 386 | - |  |
| gsm8k-nosearch-816 | 0 | no | no | - | yes | no | 379 | - |  |
| gsm8k-nosearch-829 | 0 | no | no | - | yes | no | 395 | - |  |
| gsm8k-nosearch-861 | 0 | no | no | - | yes | no | 402 | - |  |
| gsm8k-nosearch-889 | 0 | no | no | - | yes | no | 385 | - |  |
| gsm8k-nosearch-906 | 0 | no | no | - | yes | no | 379 | - |  |
| gsm8k-nosearch-917 | 0 | no | no | - | yes | no | 387 | - |  |
| gsm8k-nosearch-966 | 0 | no | no | - | yes | no | 385 | - |  |
| gsm8k-nosearch-976 | 0 | no | no | - | yes | no | 396 | - |  |
| gsm8k-nosearch-995 | 0 | no | no | - | yes | no | 389 | - |  |
| gsm8k-nosearch-1010 | 0 | no | no | - | yes | no | 395 | - |  |
| gsm8k-nosearch-1033 | 0 | no | no | - | yes | no | 395 | - |  |
| gsm8k-nosearch-1047 | 0 | no | no | - | yes | no | 403 | - |  |
| gsm8k-nosearch-1067 | 0 | no | no | - | yes | no | 401 | - |  |
| gsm8k-nosearch-1090 | 0 | no | no | - | yes | no | 395 | - |  |
| gsm8k-nosearch-1112 | 0 | no | no | - | yes | no | 389 | - |  |
| gsm8k-nosearch-1123 | 0 | no | no | - | yes | no | 395 | - |  |
| gsm8k-nosearch-1131 | 0 | no | no | - | yes | no | 394 | - |  |
| gsm8k-nosearch-1146 | 0 | no | no | - | yes | no | 403 | - |  |
| gsm8k-nosearch-1162 | 0 | no | no | - | yes | no | 379 | - |  |
| gsm8k-nosearch-1194 | 0 | no | no | - | yes | no | 489 | - |  |
| gsm8k-nosearch-1232 | 0 | no | no | - | yes | no | 481 | - |  |
| gsm8k-nosearch-1251 | 0 | no | no | - | yes | no | 402 | - |  |
| gsm8k-nosearch-1253 | 0 | no | no | - | yes | no | 381 | - |  |
| gsm8k-nosearch-1266 | 0 | no | no | - | yes | no | 402 | - |  |
| gsm8k-nosearch-1280 | 0 | no | no | - | yes | no | 474 | - |  |
| gsm8k-nosearch-1311 | 0 | no | no | - | yes | no | 396 | - |  |
| regression-chat53-t1 | 0 | yes | yes | - | yes | no | 1261 | - | stocks rallying today 2026-09-24; top performing stocks 2026-09-24; market trends 2026-09-24 |
| regression-chat53-t2 | 2 | yes | yes | - | yes | no | 883 | yes | Palantir stock performance; Palantir recent news |
| regression-chat53-t3 | 4 | yes | yes | - | yes | no | 1315 | yes | Nvidia stock performance and market trends 2026; Other chip companies performance 2026; Nvidia and chip companies market analysis 2026 |
| regression-chat53-t4 | 6 | yes | yes | - | yes | no | 1569 | yes | ASML stock performance and analyst outlook 2026; ASML bullish or bearish in 2026; ASML future growth prospects and market position |
| regression-chat53-t5 | 8 | yes | yes | - | yes | no | 1225 | yes | risks associated with ASML stock; ASML market risks 2026; ASML competition and supply chain risks |
| regression-chat53-t6 | 10 | yes | yes | - | yes | no | 1249 | yes | ASML risks 2026; ASML stock risks; ASML investment risks |
| regression-chat53-t7 | 12 | yes | yes | - | yes | no | 1233 | yes | ASML competition in the lithography market; ASML market saturation risks; ASML competition from Chinese firms |
| regression-chat53-t8 | 14 | yes | yes | - | yes | no | 1516 | yes | Nikon and Canon's developments in EUV lithography; ASML's country of origin and headquarters; Current status of Nikon and Canon in the semiconductor industry |
| regression-qwe-t1 | 0 | yes | yes | - | no | no | 766 | yes | What new model did Anthropic release on 2026-09-24 |
| regression-qwe-t2 | 2 | yes | yes | - | yes | no | 1191 | yes | benchmarks of Claude Opus 5.5; agentic coding benchmarks for Claude Opus 5.5; Claude Opus 5.5 performance comparison |
| regression-qwe-t3 | 4 | yes | yes | - | yes | no | 1802 | yes | Claude Opus 5.5 pricing compared to Opus 5; Claude Opus 5.5 performance benchmarks vs Fable 5.1; Claude Opus 5.5 efficiency metrics compared to previous versions |
